Op	InType	OutType	Template	DesignStat	DPD	TWDFR
and	std_logic_vector1	std_logic_vector1	sync	impl	0,805	0,036
and	std_logic_vector8	std_logic_vector8	sync	impl	0,898	0,036
and	std_logic_vector16	std_logic_vector16	sync	impl	0,895	0,037
and	std_logic_vector32	std_logic_vector32	sync	impl	0,898	0,036
and	std_logic_vector64	std_logic_vector64	sync	synth	0,784	-0,131
nand	std_logic_vector1	std_logic_vector1	sync	impl	0,805	0,036
nand	std_logic_vector8	std_logic_vector8	sync	impl	0,898	0,036
nand	std_logic_vector16	std_logic_vector16	sync	impl	0,895	0,037
nand	std_logic_vector32	std_logic_vector32	sync	impl	0,898	0,036
nand	std_logic_vector64	std_logic_vector64	sync	synth	0,784	-0,131
or	std_logic_vector1	std_logic_vector1	sync	impl	0,805	0,036
or	std_logic_vector8	std_logic_vector8	sync	impl	0,898	0,036
or	std_logic_vector16	std_logic_vector16	sync	impl	0,895	0,037
or	std_logic_vector32	std_logic_vector32	sync	impl	0,898	0,036
or	std_logic_vector64	std_logic_vector64	sync	synth	0,784	-0,131
nor	std_logic_vector1	std_logic_vector1	sync	impl	0,805	0,036
nor	std_logic_vector8	std_logic_vector8	sync	impl	0,898	0,036
nor	std_logic_vector16	std_logic_vector16	sync	impl	0,895	0,037
nor	std_logic_vector32	std_logic_vector32	sync	impl	0,898	0,036
nor	std_logic_vector64	std_logic_vector64	sync	synth	0,784	-0,131
xor	std_logic_vector1	std_logic_vector1	sync	impl	0,805	0,036
xor	std_logic_vector8	std_logic_vector8	sync	impl	0,898	0,036
xor	std_logic_vector16	std_logic_vector16	sync	impl	0,895	0,037
xor	std_logic_vector32	std_logic_vector32	sync	impl	0,898	0,036
xor	std_logic_vector64	std_logic_vector64	sync	synth	0,784	-0,131
xnor	std_logic_vector1	std_logic_vector1	sync	impl	0,805	0,036
xnor	std_logic_vector8	std_logic_vector8	sync	impl	0,898	0,036
xnor	std_logic_vector16	std_logic_vector16	sync	impl	0,895	0,037
xnor	std_logic_vector32	std_logic_vector32	sync	impl	0,898	0,036
xnor	std_logic_vector64	std_logic_vector64	sync	synth	0,784	-0,131
add	unsigned1	unsigned1	sync	impl	0,805	0,036
add	signed1	signed1	sync	impl	0,805	0,036
add	unsigned8	unsigned8	sync	impl	1,652	0,025
add	signed8	signed8	sync	impl	1,652	0,025
add	unsigned16	unsigned16	sync	impl	1,806	0,026
add	signed16	signed16	sync	impl	1,806	0,026
add	unsigned32	unsigned32	sync	impl	1,820	-0,013
add	signed32	signed32	sync	impl	1,820	-0,013
add	unsigned64	unsigned64	sync	synth	2,165	-0,118
add	signed64	signed64	sync	synth	2,165	-0,118
gt	unsigned1	boolean	sync	impl	0,805	0,036
gt	signed1	boolean	sync	impl	0,805	0,036
gt	unsigned8	boolean	sync	impl	1,242	-0,118
gt	signed8	boolean	sync	impl	1,242	-0,118
gt	unsigned16	boolean	sync	impl	1,393	-0,118
gt	signed16	boolean	sync	impl	1,393	-0,118
gt	unsigned32	boolean	sync	impl	1,550	-0,118
gt	signed32	boolean	sync	impl	1,550	-0,118
gt	unsigned64	boolean	sync	impl	1,865	-0,159
gt	signed64	boolean	sync	impl	1,865	-0,159
lt	unsigned1	boolean	sync	impl	0,805	0,036
lt	signed1	boolean	sync	impl	0,805	0,036
lt	unsigned8	boolean	sync	impl	1,242	-0,118
lt	signed8	boolean	sync	impl	1,242	-0,118
lt	unsigned16	boolean	sync	impl	1,393	-0,118
lt	signed16	boolean	sync	impl	1,393	-0,118
lt	unsigned32	boolean	sync	impl	1,550	-0,118
lt	signed32	boolean	sync	impl	1,550	-0,118
lt	unsigned64	boolean	sync	impl	1,877	-0,159
lt	signed64	boolean	sync	impl	1,877	-0,159
ge	unsigned1	boolean	sync	impl	0,805	0,036
ge	signed1	boolean	sync	impl	0,805	0,036
ge	unsigned8	boolean	sync	impl	1,242	-0,118
ge	signed8	boolean	sync	impl	1,242	-0,118
ge	unsigned16	boolean	sync	impl	1,393	-0,118
ge	signed16	boolean	sync	impl	1,393	-0,118
ge	unsigned32	boolean	sync	impl	1,550	-0,118
ge	signed32	boolean	sync	impl	1,550	-0,118
ge	unsigned64	boolean	sync	impl	1,865	-0,159
ge	signed64	boolean	sync	impl	1,865	-0,159
le	unsigned1	boolean	sync	impl	0,805	0,036
le	signed1	boolean	sync	impl	0,805	0,036
le	unsigned8	boolean	sync	impl	1,242	-0,118
le	signed8	boolean	sync	impl	1,242	-0,118
le	unsigned16	boolean	sync	impl	1,393	-0,118
le	signed16	boolean	sync	impl	1,393	-0,118
le	unsigned32	boolean	sync	impl	1,550	-0,118
le	signed32	boolean	sync	impl	1,550	-0,118
le	unsigned64	boolean	sync	impl	1,877	-0,159
le	signed64	boolean	sync	impl	1,877	-0,159
eq	unsigned1	boolean	sync	impl	0,805	0,036
eq	signed1	boolean	sync	impl	0,805	0,036
eq	unsigned8	boolean	sync	impl	1,498	0,017
eq	signed8	boolean	sync	impl	1,498	0,017
eq	unsigned16	boolean	sync	impl	1,555	0,030
eq	signed16	boolean	sync	impl	1,555	0,030
eq	unsigned32	boolean	sync	impl	1,620	-0,005
eq	signed32	boolean	sync	impl	1,620	-0,005
eq	unsigned64	boolean	sync	impl	1,779	-0,020
eq	signed64	boolean	sync	impl	1,779	-0,020
neq	unsigned1	boolean	sync	impl	0,805	0,036
neq	signed1	boolean	sync	impl	0,805	0,036
neq	unsigned8	boolean	sync	impl	1,498	0,017
neq	signed8	boolean	sync	impl	1,498	0,017
neq	unsigned16	boolean	sync	impl	1,555	0,030
neq	signed16	boolean	sync	impl	1,555	0,030
neq	unsigned32	boolean	sync	impl	1,575	-0,017
neq	signed32	boolean	sync	impl	1,575	-0,017
neq	unsigned64	boolean	sync	impl	1,779	-0,020
neq	signed64	boolean	sync	impl	1,779	-0,020
sub	unsigned1	unsigned1	sync	impl	0,805	0,036
sub	signed1	signed1	sync	impl	0,805	0,036
sub	unsigned8	unsigned8	sync	impl	1,652	0,025
sub	signed8	signed8	sync	impl	1,652	0,025
sub	unsigned16	unsigned16	sync	impl	1,806	0,026
sub	signed16	signed16	sync	impl	1,806	0,026
sub	unsigned32	unsigned32	sync	impl	1,820	-0,013
sub	signed32	signed32	sync	impl	1,820	-0,013
sub	unsigned64	unsigned64	sync	synth	2,165	-0,118
sub	signed64	signed64	sync	synth	2,165	-0,118
mod	unsigned1	unsigned1	sync	impl	0,805	0,036
mod	unsigned8	unsigned8	sync	synth	10,353	-0,131
mod	signed8	signed8	sync	synth	13,320	-0,131
mod	unsigned16	unsigned16	sync	synth	21,444	-0,131
mod	signed16	signed16	sync	synth	24,456	-0,131
mod	unsigned32	unsigned32	sync	impl	52,135	-0,105
mod	signed32	signed32	sync	impl	58,989	-0,116
mod	unsigned64	unsigned64	sync	synth	128,470	-0,131
mod	signed64	signed64	sync	synth	133,281	-0,546
rem	unsigned1	unsigned1	sync	impl	0,805	0,036
rem	signed1	signed1	sync	impl	0,805	0,036
rem	unsigned8	unsigned8	sync	synth	10,353	-0,131
rem	signed8	signed8	sync	synth	12,428	-0,131
rem	unsigned16	unsigned16	sync	synth	21,444	-0,131
rem	signed16	signed16	sync	impl	23,385	-0,011
rem	unsigned32	unsigned32	sync	impl	52,135	-0,105
rem	signed32	signed32	sync	impl	56,968	-0,112
rem	unsigned64	unsigned64	sync	synth	128,470	-0,131
rem	signed64	signed64	sync	synth	132,094	-0,118
not	std_logic_vector1	std_logic_vector1	sync	impl	0,672	0,014
not	std_logic_vector8	std_logic_vector8	sync	impl	0,912	0,012
not	std_logic_vector16	std_logic_vector16	sync	impl	1,188	0,013
not	std_logic_vector32	std_logic_vector32	sync	impl	0,857	-0,001
not	std_logic_vector64	std_logic_vector64	sync	impl	0,857	-0,001
unary_minus	signed1	signed1	sync	impl	0,556	-0,066
unary_minus	signed8	signed8	sync	impl	1,373	0,015
unary_minus	signed16	signed16	sync	impl	1,613	0,020
unary_minus	signed32	signed32	sync	impl	1,652	-0,002
unary_minus	signed64	signed64	sync	impl	2,268	-0,017
div	unsigned1	unsigned1	sync	impl	0,805	0,036
div	signed1	signed1	sync	impl	0,805	0,036
div	unsigned8	unsigned8	sync	synth	8,981	-0,121
div	signed8	signed8	sync	synth	11,142	-0,131
div	unsigned16	unsigned16	sync	impl	19,876	-0,016
div	signed16	signed16	sync	impl	23,044	-0,027
div	unsigned32	unsigned32	sync	impl	49,663	-0,104
div	signed32	signed32	sync	impl	54,256	-0,122
div	unsigned64	unsigned64	sync	synth	125,046	-0,121
div	signed64	signed64	sync	synth	130,331	-0,131
mul	unsigned1	unsigned1	sync	impl	0,805	0,036
mul	signed1	signed1	sync	impl	0,805	0,036
mul	unsigned8	unsigned8	sync	impl	3,868	-0,009
mul	signed8	signed8	sync	impl	3,435	-0,007
mul	unsigned16	unsigned16	sync	impl	2,311	0,000
mul	signed16	signed16	sync	impl	2,311	0,000
mul	unsigned32	unsigned32	sync	impl	3,564	-1,245
mul	signed32	signed32	sync	impl	3,564	-1,245
mul	unsigned64	unsigned64	sync	synth	6,468	-1,367
mul	signed64	signed64	sync	synth	6,468	-1,367
dotnet_shift_left_by_0	unsigned64	unsigned64	sync	impl	0,743	-0,098
dotnet_shift_left_by_0	signed64	signed64	sync	impl	0,743	-0,098
dotnet_shift_right_by_0	unsigned64	unsigned64	sync	impl	0,743	-0,098
dotnet_shift_right_by_0	signed64	signed64	sync	impl	0,743	-0,098
dotnet_shift_left_by_0	unsigned32	unsigned32	sync	impl	0,743	-0,098
dotnet_shift_left_by_0	signed32	signed32	sync	impl	0,743	-0,098
dotnet_shift_right_by_0	unsigned32	unsigned32	sync	impl	0,743	-0,098
dotnet_shift_right_by_0	signed32	signed32	sync	impl	0,743	-0,098
mul_by_1	unsigned1	unsigned1	sync	impl	0,556	-0,066
mul_by_1	unsigned8	unsigned8	sync	impl	0,732	-0,071
mul_by_1	unsigned16	unsigned16	sync	impl	0,770	-0,065
mul_by_1	unsigned32	unsigned32	sync	impl	0,743	-0,098
mul_by_1	unsigned64	unsigned64	sync	impl	0,743	-0,098
mul_by_1	signed8	signed8	sync	impl	0,732	-0,071
mul_by_1	signed16	signed16	sync	impl	0,770	-0,065
mul_by_1	signed32	signed32	sync	impl	0,743	-0,098
mul_by_1	signed64	signed64	sync	impl	0,743	-0,098
div_by_1	unsigned1	unsigned1	sync	impl	0,556	-0,066
div_by_1	unsigned8	unsigned8	sync	impl	0,732	-0,071
div_by_1	unsigned16	unsigned16	sync	impl	0,770	-0,065
div_by_1	unsigned32	unsigned32	sync	impl	0,743	-0,098
div_by_1	unsigned64	unsigned64	sync	impl	0,743	-0,098
div_by_1	signed8	signed8	sync	impl	0,732	-0,071
div_by_1	signed16	signed16	sync	impl	3,776	0,029
div_by_1	signed32	signed32	sync	impl	3,676	-0,067
div_by_1	signed64	signed64	sync	impl	4,363	0,024
dotnet_shift_left_by_1	unsigned64	unsigned64	sync	impl	0,795	-0,067
dotnet_shift_left_by_1	signed64	signed64	sync	impl	0,795	-0,067
dotnet_shift_right_by_1	unsigned64	unsigned64	sync	impl	0,743	-0,098
dotnet_shift_right_by_1	signed64	signed64	sync	impl	0,804	-0,074
dotnet_shift_left_by_1	unsigned32	unsigned32	sync	impl	0,793	-0,085
dotnet_shift_left_by_1	signed32	signed32	sync	impl	0,793	-0,085
dotnet_shift_right_by_1	unsigned32	unsigned32	sync	impl	0,743	-0,098
dotnet_shift_right_by_1	signed32	signed32	sync	impl	0,743	-0,098
mul_by_2	unsigned8	unsigned8	sync	impl	0,825	-0,071
mul_by_2	unsigned16	unsigned16	sync	impl	0,846	-0,042
mul_by_2	unsigned32	unsigned32	sync	impl	0,793	-0,085
mul_by_2	unsigned64	unsigned64	sync	impl	0,795	-0,067
mul_by_2	signed8	signed8	sync	impl	0,825	-0,071
mul_by_2	signed16	signed16	sync	impl	0,846	-0,042
mul_by_2	signed32	signed32	sync	impl	0,793	-0,085
mul_by_2	signed64	signed64	sync	impl	0,795	-0,067
div_by_2	unsigned8	unsigned8	sync	impl	0,825	-0,071
div_by_2	unsigned16	unsigned16	sync	impl	0,846	-0,042
div_by_2	unsigned32	unsigned32	sync	impl	0,743	-0,098
div_by_2	unsigned64	unsigned64	sync	impl	0,743	-0,098
div_by_2	signed8	signed8	sync	impl	1,887	-0,207
div_by_2	signed16	signed16	sync	impl	3,635	0,013
div_by_2	signed32	signed32	sync	impl	3,639	0,009
div_by_2	signed64	signed64	sync	impl	4,365	0,025
