Op	InType	OutType	Template	DesignStat	DPD	TWDFR
lt	signed16	boolean	sync	impl	0,806	-0,089
lt	unsigned32	boolean	sync	impl	0,872	-0,092
lt	signed32	boolean	sync	impl	0,872	-0,092
lt	unsigned64	boolean	sync	impl	0,903	-0,088
lt	signed64	boolean	sync	impl	0,903	-0,088
ge	unsigned1	boolean	sync	impl	0,341	-0,037
ge	signed1	boolean	sync	impl	0,341	-0,037
ge	unsigned8	boolean	sync	synth	0,775	-0,155
ge	signed8	boolean	sync	synth	0,775	-0,155
ge	unsigned16	boolean	sync	impl	0,817	-0,096
ge	signed16	boolean	sync	impl	0,817	-0,096
ge	unsigned32	boolean	sync	impl	0,807	-0,097
ge	signed32	boolean	sync	impl	0,807	-0,097
ge	unsigned64	boolean	sync	impl	0,934	-0,093
ge	signed64	boolean	sync	impl	0,934	-0,093
le	unsigned1	boolean	sync	impl	0,446	-0,037
le	signed1	boolean	sync	impl	0,446	-0,037
le	unsigned8	boolean	sync	synth	0,775	-0,155
le	signed8	boolean	sync	synth	0,775	-0,155
le	unsigned16	boolean	sync	impl	0,806	-0,089
le	signed16	boolean	sync	impl	0,806	-0,089
le	unsigned32	boolean	sync	impl	0,872	-0,092
le	signed32	boolean	sync	impl	0,872	-0,092
le	unsigned64	boolean	sync	impl	0,903	-0,088
le	signed64	boolean	sync	impl	0,903	-0,088
eq	unsigned1	boolean	sync	impl	0,446	-0,037
eq	signed1	boolean	sync	impl	0,446	-0,037
eq	unsigned8	boolean	sync	impl	1,128	-0,018
eq	signed8	boolean	sync	impl	1,128	-0,018
eq	unsigned16	boolean	sync	impl	0,826	-0,037
eq	signed16	boolean	sync	impl	0,826	-0,037
eq	unsigned32	boolean	sync	impl	0,860	-0,095
eq	signed32	boolean	sync	impl	0,860	-0,095
eq	unsigned64	boolean	sync	impl	0,963	-0,084
eq	signed64	boolean	sync	impl	0,963	-0,084
neq	unsigned1	boolean	sync	impl	0,446	-0,037
neq	signed1	boolean	sync	impl	0,446	-0,037
neq	unsigned8	boolean	sync	impl	1,128	-0,018
neq	signed8	boolean	sync	impl	1,128	-0,018
neq	unsigned16	boolean	sync	impl	0,826	-0,037
neq	signed16	boolean	sync	impl	0,826	-0,037
neq	unsigned32	boolean	sync	impl	0,860	-0,095
neq	signed32	boolean	sync	impl	0,860	-0,095
neq	unsigned64	boolean	sync	impl	0,915	-0,048
neq	signed64	boolean	sync	impl	0,915	-0,048
sub	unsigned1	unsigned1	sync	impl	0,341	-0,037
sub	signed1	signed1	sync	impl	0,341	-0,037
sub	unsigned8	unsigned8	sync	impl	0,674	-0,030
sub	signed8	signed8	sync	impl	0,674	-0,030
sub	unsigned16	unsigned16	sync	impl	0,854	-0,072
sub	signed16	signed16	sync	impl	0,854	-0,072
sub	unsigned32	unsigned32	sync	impl	0,960	-0,095
sub	signed32	signed32	sync	impl	0,960	-0,095
sub	unsigned64	unsigned64	sync	impl	1,071	-0,091
sub	signed64	signed64	sync	impl	1,071	-0,091
mod	unsigned1	unsigned1	sync	impl	0,341	-0,037
mod	unsigned8	unsigned8	sync	impl	4,690	0,119
mod	signed8	signed8	sync	synth	7,041	-0,155
mod	unsigned16	unsigned16	sync	impl	10,612	0,078
mod	signed16	signed16	sync	synth	14,004	-0,155
mod	unsigned32	unsigned32	sync	impl	24,768	0,267
mod	signed32	signed32	sync	impl	26,340	0,232
mod	unsigned64	unsigned64	sync	impl	62,710	0,247
mod	signed64	signed64	sync	impl	66,016	0,080
rem	unsigned1	unsigned1	sync	impl	0,341	-0,037
rem	signed1	signed1	sync	impl	0,341	-0,037
rem	unsigned8	unsigned8	sync	impl	4,690	0,119
rem	signed8	signed8	sync	synth	6,642	-0,155
rem	unsigned16	unsigned16	sync	impl	10,612	0,078
rem	signed16	signed16	sync	synth	13,357	-0,155
rem	unsigned32	unsigned32	sync	impl	24,768	0,267
rem	signed32	signed32	sync	impl	25,264	0,267
rem	unsigned64	unsigned64	sync	impl	62,710	0,247
rem	signed64	signed64	sync	impl	67,321	0,209
not	std_logic_vector1	std_logic_vector1	sync	impl	0,329	-0,037
not	std_logic_vector8	std_logic_vector8	sync	impl	0,372	-0,030
not	std_logic_vector16	std_logic_vector16	sync	impl	0,361	-0,037
not	std_logic_vector32	std_logic_vector32	sync	impl	0,400	-0,045
not	std_logic_vector64	std_logic_vector64	sync	impl	0,405	-0,049
unary_minus	signed1	signed1	sync	impl	0,585	-0,019
unary_minus	signed8	signed8	sync	impl	1,201	-0,037
unary_minus	signed16	signed16	sync	impl	1,207	-0,042
unary_minus	signed32	signed32	sync	impl	0,832	-0,094
unary_minus	signed64	signed64	sync	impl	1,022	-0,100
div	unsigned1	unsigned1	sync	impl	0,341	-0,037
div	signed1	signed1	sync	impl	0,341	-0,037
div	unsigned8	unsigned8	sync	impl	4,638	0,109
div	signed8	signed8	sync	synth	6,046	-0,155
div	unsigned16	unsigned16	sync	impl	9,898	0,233
div	signed16	signed16	sync	synth	12,846	-0,155
div	unsigned32	unsigned32	sync	impl	23,593	0,267
div	signed32	signed32	sync	impl	24,556	0,042
div	unsigned64	unsigned64	sync	impl	61,803	0,307
div	signed64	signed64	sync	impl	66,533	0,119
mul	unsigned1	unsigned1	sync	impl	0,341	-0,037
mul	signed1	signed1	sync	impl	0,341	-0,037
mul	unsigned8	unsigned8	sync	impl	1,363	-0,048
mul	signed8	signed8	sync	impl	1,557	-0,084
mul	unsigned16	unsigned16	sync	impl	1,511	-0,037
mul	signed16	signed16	sync	impl	1,511	-0,037
mul	unsigned32	unsigned32	sync	impl	2,217	-0,068
mul	signed32	signed32	sync	impl	2,217	-0,068
mul	unsigned64	unsigned64	sync	impl	3,581	0,082
mul	signed64	signed64	sync	impl	3,605	-0,086
dotnet_shift_left_by_0	unsigned64	unsigned64	sync	impl	0,765	-0,041
dotnet_shift_left_by_0	signed64	signed64	sync	impl	0,765	-0,041
dotnet_shift_right_by_0	unsigned64	unsigned64	sync	impl	0,765	-0,041
dotnet_shift_right_by_0	signed64	signed64	sync	impl	0,765	-0,041
dotnet_shift_left_by_0	unsigned32	unsigned32	sync	impl	0,388	-0,019
dotnet_shift_left_by_0	signed32	signed32	sync	impl	0,388	-0,019
dotnet_shift_right_by_0	unsigned32	unsigned32	sync	impl	0,388	-0,019
dotnet_shift_right_by_0	signed32	signed32	sync	impl	0,388	-0,019
mul_by_1	unsigned1	unsigned1	sync	impl	0,585	-0,019
mul_by_1	unsigned8	unsigned8	sync	impl	0,407	-0,019
mul_by_1	unsigned16	unsigned16	sync	impl	0,376	-0,019
mul_by_1	unsigned32	unsigned32	sync	impl	0,388	-0,019
mul_by_1	unsigned64	unsigned64	sync	impl	0,765	-0,041
mul_by_1	signed8	signed8	sync	impl	0,407	-0,019
mul_by_1	signed16	signed16	sync	impl	0,376	-0,019
mul_by_1	signed32	signed32	sync	impl	0,388	-0,019
mul_by_1	signed64	signed64	sync	impl	0,765	-0,041
div_by_1	unsigned1	unsigned1	sync	impl	0,585	-0,019
div_by_1	unsigned8	unsigned8	sync	impl	0,407	-0,019
div_by_1	unsigned16	unsigned16	sync	impl	0,376	-0,019
div_by_1	unsigned32	unsigned32	sync	impl	0,388	-0,019
div_by_1	unsigned64	unsigned64	sync	impl	0,765	-0,041
div_by_1	signed8	signed8	sync	impl	0,407	-0,019
div_by_1	signed16	signed16	sync	impl	0,376	-0,019
div_by_1	signed32	signed32	sync	impl	1,952	-0,108
div_by_1	signed64	signed64	sync	impl	2,165	-0,088
dotnet_shift_left_by_1	unsigned64	unsigned64	sync	impl	0,547	-0,084
dotnet_shift_left_by_1	signed64	signed64	sync	impl	0,547	-0,084
dotnet_shift_right_by_1	unsigned64	unsigned64	sync	impl	0,388	-0,019
dotnet_shift_right_by_1	signed64	signed64	sync	impl	0,388	-0,019
dotnet_shift_left_by_1	unsigned32	unsigned32	sync	impl	0,397	-0,041
dotnet_shift_left_by_1	signed32	signed32	sync	impl	0,397	-0,041
dotnet_shift_right_by_1	unsigned32	unsigned32	sync	impl	0,388	-0,019
dotnet_shift_right_by_1	signed32	signed32	sync	impl	0,388	-0,019
mul_by_2	unsigned8	unsigned8	sync	impl	0,407	-0,019
mul_by_2	unsigned16	unsigned16	sync	impl	0,376	-0,019
mul_by_2	unsigned32	unsigned32	sync	impl	0,397	-0,041
mul_by_2	unsigned64	unsigned64	sync	impl	0,547	-0,084
mul_by_2	signed8	signed8	sync	impl	0,407	-0,019
mul_by_2	signed16	signed16	sync	impl	0,376	-0,019
mul_by_2	signed32	signed32	sync	impl	0,397	-0,041
mul_by_2	signed64	signed64	sync	impl	0,547	-0,084
div_by_2	unsigned8	unsigned8	sync	impl	0,375	-0,019
div_by_2	unsigned16	unsigned16	sync	impl	0,382	-0,019
div_by_2	unsigned32	unsigned32	sync	impl	0,388	-0,019
div_by_2	unsigned64	unsigned64	sync	impl	0,388	-0,019
div_by_2	signed8	signed8	sync	impl	1,448	-0,019
div_by_2	signed16	signed16	sync	impl	1,130	-0,097
div_by_2	signed32	signed32	sync	impl	1,935	-0,091
div_by_2	signed64	signed64	sync	impl	2,174	-0,107
dotnet_shift_left_by_2	unsigned64	unsigned64	sync	impl	0,443	-0,027
dotnet_shift_left_by_2	signed64	signed64	sync	impl	0,443	-0,027
dotnet_shift_right_by_2	unsigned64	unsigned64	sync	impl	0,765	-0,041
dotnet_shift_right_by_2	signed64	signed64	sync	impl	0,616	-0,122
dotnet_shift_left_by_2	unsigned32	unsigned32	sync	impl	0,414	-0,035
dotnet_shift_left_by_2	signed32	signed32	sync	impl	0,414	-0,035
dotnet_shift_right_by_2	unsigned32	unsigned32	sync	impl	0,388	-0,019
dotnet_shift_right_by_2	signed32	signed32	sync	impl	0,484	-0,034
mul_by_4	unsigned8	unsigned8	sync	impl	0,407	-0,019
mul_by_4	unsigned16	unsigned16	sync	impl	0,456	-0,018
mul_by_4	unsigned32	unsigned32	sync	impl	0,414	-0,035
mul_by_4	unsigned64	unsigned64	sync	impl	0,443	-0,027
mul_by_4	signed8	signed8	sync	impl	0,407	-0,019
mul_by_4	signed16	signed16	sync	impl	0,456	-0,018
mul_by_4	signed32	signed32	sync	impl	0,414	-0,035
mul_by_4	signed64	signed64	sync	impl	0,443	-0,027
div_by_4	unsigned8	unsigned8	sync	impl	0,388	-0,019
div_by_4	unsigned16	unsigned16	sync	impl	0,382	-0,019
div_by_4	unsigned32	unsigned32	sync	impl	0,388	-0,019
div_by_4	unsigned64	unsigned64	sync	impl	0,765	-0,041
div_by_4	signed8	signed8	sync	impl	0,914	-0,037
div_by_4	signed16	signed16	sync	impl	1,200	-0,105
div_by_4	signed32	signed32	sync	impl	1,968	-0,097
div_by_4	signed64	signed64	sync	impl	2,048	-0,093
dotnet_shift_left_by_3	unsigned64	unsigned64	sync	impl	0,539	-0,083
dotnet_shift_left_by_3	signed64	signed64	sync	impl	0,539	-0,083
dotnet_shift_right_by_3	unsigned64	unsigned64	sync	impl	0,765	-0,041
dotnet_shift_right_by_3	signed64	signed64	sync	impl	0,373	-0,041
dotnet_shift_left_by_3	unsigned32	unsigned32	sync	impl	0,391	-0,041
dotnet_shift_left_by_3	signed32	signed32	sync	impl	0,391	-0,041
dotnet_shift_right_by_3	unsigned32	unsigned32	sync	impl	0,388	-0,019
dotnet_shift_right_by_3	signed32	signed32	sync	impl	0,505	-0,019
mul_by_8	unsigned8	unsigned8	sync	impl	0,330	-0,018
mul_by_8	unsigned16	unsigned16	sync	impl	0,331	-0,018
mul_by_8	unsigned32	unsigned32	sync	impl	0,391	-0,041
mul_by_8	unsigned64	unsigned64	sync	impl	0,539	-0,083
mul_by_8	signed8	signed8	sync	impl	0,330	-0,018
mul_by_8	signed16	signed16	sync	impl	0,331	-0,018
mul_by_8	signed32	signed32	sync	impl	0,391	-0,041
mul_by_8	signed64	signed64	sync	impl	0,539	-0,083
div_by_8	unsigned8	unsigned8	sync	impl	0,407	-0,019
div_by_8	unsigned16	unsigned16	sync	impl	0,382	-0,019
div_by_8	unsigned32	unsigned32	sync	impl	0,388	-0,019
div_by_8	unsigned64	unsigned64	sync	impl	0,765	-0,041
div_by_8	signed8	signed8	sync	impl	0,947	-0,055
div_by_8	signed16	signed16	sync	impl	1,308	-0,118
div_by_8	signed32	signed32	sync	impl	1,904	-0,093
div_by_8	signed64	signed64	sync	impl	2,274	-0,038
dotnet_shift_left_by_4	unsigned64	unsigned64	sync	impl	0,329	-0,093
dotnet_shift_left_by_4	signed64	signed64	sync	impl	0,329	-0,093
dotnet_shift_right_by_4	unsigned64	unsigned64	sync	impl	0,388	-0,019
dotnet_shift_right_by_4	signed64	signed64	sync	impl	0,480	-0,038
dotnet_shift_left_by_4	unsigned32	unsigned32	sync	impl	0,407	-0,019
dotnet_shift_left_by_4	signed32	signed32	sync	impl	0,407	-0,019
dotnet_shift_right_by_4	unsigned32	unsigned32	sync	impl	0,388	-0,019
dotnet_shift_right_by_4	signed32	signed32	sync	impl	0,585	-0,019
mul_by_16	unsigned8	unsigned8	sync	impl	0,317	-0,019
mul_by_16	unsigned16	unsigned16	sync	impl	0,317	-0,019
mul_by_16	unsigned32	unsigned32	sync	impl	0,407	-0,019
mul_by_16	unsigned64	unsigned64	sync	impl	0,329	-0,093
mul_by_16	signed8	signed8	sync	impl	0,317	-0,019
mul_by_16	signed16	signed16	sync	impl	0,317	-0,019
mul_by_16	signed32	signed32	sync	impl	0,407	-0,019
mul_by_16	signed64	signed64	sync	impl	0,329	-0,093
div_by_16	unsigned8	unsigned8	sync	impl	0,317	-0,019
div_by_16	unsigned16	unsigned16	sync	impl	0,376	-0,019
div_by_16	unsigned32	unsigned32	sync	impl	0,388	-0,019
div_by_16	unsigned64	unsigned64	sync	impl	0,388	-0,019
div_by_16	signed8	signed8	sync	impl	0,936	-0,044
div_by_16	signed16	signed16	sync	impl	1,517	-0,122
div_by_16	signed32	signed32	sync	impl	2,024	-0,108
div_by_16	signed64	signed64	sync	impl	2,264	-0,104
dotnet_shift_left_by_5	unsigned64	unsigned64	sync	impl	0,329	-0,104
dotnet_shift_left_by_5	signed64	signed64	sync	impl	0,329	-0,104
dotnet_shift_right_by_5	unsigned64	unsigned64	sync	impl	0,368	-0,040
dotnet_shift_right_by_5	signed64	signed64	sync	impl	0,847	-0,037
dotnet_shift_left_by_5	unsigned32	unsigned32	sync	impl	0,388	-0,019
dotnet_shift_left_by_5	signed32	signed32	sync	impl	0,388	-0,019
dotnet_shift_right_by_5	unsigned32	unsigned32	sync	impl	0,388	-0,019
dotnet_shift_right_by_5	signed32	signed32	sync	impl	0,585	-0,019
mul_by_32	unsigned8	unsigned8	sync	impl	0,627	-0,019
mul_by_32	unsigned16	unsigned16	sync	impl	0,375	-0,019
mul_by_32	unsigned32	unsigned32	sync	impl	0,388	-0,019
mul_by_32	unsigned64	unsigned64	sync	impl	0,329	-0,104
mul_by_32	signed8	signed8	sync	impl	0,627	-0,019
mul_by_32	signed16	signed16	sync	impl	0,375	-0,019
mul_by_32	signed32	signed32	sync	impl	0,388	-0,019
mul_by_32	signed64	signed64	sync	impl	0,329	-0,104
div_by_32	unsigned8	unsigned8	sync	impl	0,299	-0,041
div_by_32	unsigned16	unsigned16	sync	impl	0,382	-0,019
div_by_32	unsigned32	unsigned32	sync	impl	0,388	-0,019
div_by_32	unsigned64	unsigned64	sync	impl	0,368	-0,040
div_by_32	signed8	signed8	sync	impl	0,957	-0,043
div_by_32	signed16	signed16	sync	impl	1,320	-0,109
div_by_32	signed32	signed32	sync	impl	2,070	-0,100
div_by_32	signed64	signed64	sync	impl	2,274	-0,080
dotnet_shift_left_by_6	unsigned64	unsigned64	sync	impl	0,416	-0,091
dotnet_shift_left_by_6	signed64	signed64	sync	impl	0,416	-0,091
dotnet_shift_right_by_6	unsigned64	unsigned64	sync	impl	0,397	-0,019
dotnet_shift_right_by_6	signed64	signed64	sync	impl	0,449	-0,032
dotnet_shift_left_by_6	unsigned32	unsigned32	sync	impl	0,479	-0,135
dotnet_shift_left_by_6	signed32	signed32	sync	impl	0,479	-0,135
dotnet_shift_right_by_6	unsigned32	unsigned32	sync	impl	0,388	-0,019
dotnet_shift_right_by_6	signed32	signed32	sync	impl	0,585	-0,019
mul_by_64	unsigned8	unsigned8	sync	impl	0,367	-0,019
mul_by_64	unsigned16	unsigned16	sync	impl	0,368	-0,019
mul_by_64	unsigned32	unsigned32	sync	impl	0,479	-0,135
mul_by_64	unsigned64	unsigned64	sync	impl	0,416	-0,091
mul_by_64	signed8	signed8	sync	impl	0,367	-0,019
mul_by_64	signed16	signed16	sync	impl	0,368	-0,019
mul_by_64	signed32	signed32	sync	impl	0,479	-0,135
mul_by_64	signed64	signed64	sync	impl	0,416	-0,091
div_by_64	unsigned8	unsigned8	sync	impl	0,353	-0,041
div_by_64	unsigned16	unsigned16	sync	impl	0,376	-0,019
div_by_64	unsigned32	unsigned32	sync	impl	0,388	-0,019
div_by_64	unsigned64	unsigned64	sync	impl	0,397	-0,019
div_by_64	signed8	signed8	sync	impl	0,915	-0,043
div_by_64	signed16	signed16	sync	impl	1,207	-0,049
div_by_64	signed32	signed32	sync	impl	2,003	-0,035
div_by_64	signed64	signed64	sync	impl	2,164	-0,088
dotnet_shift_left_by_7	unsigned64	unsigned64	sync	impl	0,514	-0,019
dotnet_shift_left_by_7	signed64	signed64	sync	impl	0,514	-0,019
dotnet_shift_right_by_7	unsigned64	unsigned64	sync	impl	0,397	-0,019
dotnet_shift_right_by_7	signed64	signed64	sync	impl	0,514	-0,019
dotnet_shift_left_by_7	unsigned32	unsigned32	sync	impl	0,412	-0,135
dotnet_shift_left_by_7	signed32	signed32	sync	impl	0,412	-0,135
dotnet_shift_right_by_7	unsigned32	unsigned32	sync	impl	0,388	-0,019
dotnet_shift_right_by_7	signed32	signed32	sync	impl	0,464	-0,029
mul_by_128	unsigned8	unsigned8	sync	impl	0,585	-0,019
mul_by_128	unsigned16	unsigned16	sync	impl	0,389	-0,019
mul_by_128	unsigned32	unsigned32	sync	impl	0,412	-0,135
mul_by_128	unsigned64	unsigned64	sync	impl	0,514	-0,019
mul_by_128	signed16	signed16	sync	impl	0,389	-0,019
mul_by_128	signed32	signed32	sync	impl	0,412	-0,135
mul_by_128	signed64	signed64	sync	impl	0,514	-0,019
div_by_128	unsigned8	unsigned8	sync	impl	0,585	-0,019
div_by_128	unsigned16	unsigned16	sync	impl	0,514	-0,019
div_by_128	unsigned32	unsigned32	sync	impl	0,388	-0,019
div_by_128	unsigned64	unsigned64	sync	impl	0,397	-0,019
div_by_128	signed16	signed16	sync	impl	1,546	-0,048
div_by_128	signed32	signed32	sync	impl	2,098	-0,095
div_by_128	signed64	signed64	sync	impl	2,102	-0,050
dotnet_shift_left_by_8	unsigned64	unsigned64	sync	impl	0,535	-0,151
dotnet_shift_left_by_8	signed64	signed64	sync	impl	0,535	-0,151
dotnet_shift_right_by_8	unsigned64	unsigned64	sync	impl	0,397	-0,019
dotnet_shift_right_by_8	signed64	signed64	sync	impl	0,426	-0,050
dotnet_shift_left_by_8	unsigned32	unsigned32	sync	impl	0,514	-0,019
dotnet_shift_left_by_8	signed32	signed32	sync	impl	0,514	-0,019
dotnet_shift_right_by_8	unsigned32	unsigned32	sync	impl	0,388	-0,019
dotnet_shift_right_by_8	signed32	signed32	sync	impl	0,411	-0,032
mul_by_256	unsigned16	unsigned16	sync	impl	0,367	-0,019
mul_by_256	unsigned32	unsigned32	sync	impl	0,514	-0,019
mul_by_256	unsigned64	unsigned64	sync	impl	0,535	-0,151
mul_by_256	signed16	signed16	sync	impl	0,367	-0,019
mul_by_256	signed32	signed32	sync	impl	0,514	-0,019
mul_by_256	signed64	signed64	sync	impl	0,535	-0,151
div_by_256	unsigned16	unsigned16	sync	impl	0,388	-0,019
div_by_256	unsigned32	unsigned32	sync	impl	0,388	-0,019
div_by_256	unsigned64	unsigned64	sync	impl	0,397	-0,019
div_by_256	signed16	signed16	sync	impl	1,442	-0,098
div_by_256	signed32	signed32	sync	impl	2,154	-0,099
div_by_256	signed64	signed64	sync	impl	2,205	-0,087
dotnet_shift_left_by_9	unsigned64	unsigned64	sync	impl	0,535	-0,151
dotnet_shift_left_by_9	signed64	signed64	sync	impl	0,535	-0,151
dotnet_shift_right_by_9	unsigned64	unsigned64	sync	impl	0,397	-0,019
dotnet_shift_right_by_9	signed64	signed64	sync	impl	0,429	-0,033
dotnet_shift_left_by_9	unsigned32	unsigned32	sync	impl	0,407	-0,019
dotnet_shift_left_by_9	signed32	signed32	sync	impl	0,407	-0,019
dotnet_shift_right_by_9	unsigned32	unsigned32	sync	impl	0,514	-0,019
dotnet_shift_right_by_9	signed32	signed32	sync	impl	0,614	-0,033
mul_by_512	unsigned16	unsigned16	sync	impl	0,367	-0,019
mul_by_512	unsigned32	unsigned32	sync	impl	0,407	-0,019
mul_by_512	unsigned64	unsigned64	sync	impl	0,535	-0,151
mul_by_512	signed16	signed16	sync	impl	0,367	-0,019
mul_by_512	signed32	signed32	sync	impl	0,407	-0,019
mul_by_512	signed64	signed64	sync	impl	0,535	-0,151
div_by_512	unsigned16	unsigned16	sync	impl	0,375	-0,019
div_by_512	unsigned32	unsigned32	sync	impl	0,514	-0,019
div_by_512	unsigned64	unsigned64	sync	impl	0,397	-0,019
div_by_512	signed16	signed16	sync	impl	1,714	-0,101
div_by_512	signed32	signed32	sync	impl	2,228	-0,052
div_by_512	signed64	signed64	sync	impl	2,091	-0,086
dotnet_shift_left_by_10	unsigned64	unsigned64	sync	impl	0,521	-0,151
dotnet_shift_left_by_10	signed64	signed64	sync	impl	0,521	-0,151
dotnet_shift_right_by_10	unsigned64	unsigned64	sync	impl	0,397	-0,019
dotnet_shift_right_by_10	signed64	signed64	sync	impl	0,563	-0,035
dotnet_shift_left_by_10	unsigned32	unsigned32	sync	impl	0,571	-0,135
dotnet_shift_left_by_10	signed32	signed32	sync	impl	0,571	-0,135
dotnet_shift_right_by_10	unsigned32	unsigned32	sync	impl	0,514	-0,019
dotnet_shift_right_by_10	signed32	signed32	sync	impl	0,743	-0,028
mul_by_1024	unsigned16	unsigned16	sync	impl	0,367	-0,019
mul_by_1024	unsigned32	unsigned32	sync	impl	0,571	-0,135
mul_by_1024	unsigned64	unsigned64	sync	impl	0,521	-0,151
mul_by_1024	signed16	signed16	sync	impl	0,367	-0,019
mul_by_1024	signed32	signed32	sync	impl	0,571	-0,135
mul_by_1024	signed64	signed64	sync	impl	0,521	-0,151
div_by_1024	unsigned16	unsigned16	sync	impl	0,388	-0,019
div_by_1024	unsigned32	unsigned32	sync	impl	0,514	-0,019
div_by_1024	unsigned64	unsigned64	sync	impl	0,397	-0,019
div_by_1024	signed16	signed16	sync	impl	1,738	-0,104
div_by_1024	signed32	signed32	sync	impl	2,074	-0,097
div_by_1024	signed64	signed64	sync	impl	2,188	-0,044
dotnet_shift_left_by_11	unsigned64	unsigned64	sync	impl	0,552	-0,151
dotnet_shift_left_by_11	signed64	signed64	sync	impl	0,552	-0,151
dotnet_shift_right_by_11	unsigned64	unsigned64	sync	impl	0,397	-0,019
dotnet_shift_right_by_11	signed64	signed64	sync	impl	0,554	-0,035
dotnet_shift_left_by_11	unsigned32	unsigned32	sync	impl	0,388	-0,019
dotnet_shift_left_by_11	signed32	signed32	sync	impl	0,388	-0,019
dotnet_shift_right_by_11	unsigned32	unsigned32	sync	impl	0,388	-0,019
dotnet_shift_right_by_11	signed32	signed32	sync	impl	0,743	-0,028
mul_by_2048	unsigned16	unsigned16	sync	impl	0,341	-0,019
mul_by_2048	unsigned32	unsigned32	sync	impl	0,388	-0,019
mul_by_2048	unsigned64	unsigned64	sync	impl	0,552	-0,151
mul_by_2048	signed16	signed16	sync	impl	0,341	-0,019
mul_by_2048	signed32	signed32	sync	impl	0,388	-0,019
mul_by_2048	signed64	signed64	sync	impl	0,552	-0,151
div_by_2048	unsigned16	unsigned16	sync	impl	0,407	-0,019
div_by_2048	unsigned32	unsigned32	sync	impl	0,388	-0,019
div_by_2048	unsigned64	unsigned64	sync	impl	0,397	-0,019
div_by_2048	signed16	signed16	sync	impl	1,518	-0,092
div_by_2048	signed32	signed32	sync	impl	2,020	-0,096
div_by_2048	signed64	signed64	sync	impl	2,398	-0,043
